-0.5925,-0.83056,-0.92578,-0.54489,1.9785,1.312,0.12167,0.45496,-0.9734
-0.65753,-0.74392,-0.39836,1.891,1.2863,0.20638,0.50875,-0.78712,-1.3055
-0.77177,-0.42229,1.893,1.2814,0.1893,0.4951,-0.81546,-1.3397,-0.50966
-0.58036,1.8061,1.1757,0.050031,0.36523,-0.98562,-1.526,-0.67042,0.36523
1.7585,1.1723,0.12561,0.41869,-0.83738,-1.3398,-0.5443,0.41869,-1.1723
1.7961,0.46237,0.83583,-0.76469,-1.4049,-0.39124,0.83583,-1.1915,-0.17784
0.9568,1.4033,-0.51029,-1.2757,-0.063786,1.4033,-1.0206,0.19136,-1.0844
1.6192,-0.41423,-1.2276,0.060251,1.6192,-0.95648,0.33138,-1.0243,-0.0075314
-0.30873,-1.2894,0.26333,2.143,-0.96252,0.59023,-1.0442,0.18161,0.42678
-1.2763,0.27156,2.1453,-0.95047,0.59744,-1.0319,0.19009,0.4345,-0.38019
-0.1856,1.1865,-1.0804,0.053028,-1.1401,-0.24525,-0.066285,-0.66285,2.141
0.81072,-1.1282,-0.15874,-1.1792,-0.41387,-0.26079,-0.77104,1.6271,1.474
-1.0711,-0.059177,-1.1244,-0.32547,-0.16569,-0.69829,1.8049,1.6451,-0.0059177
-0.13814,-1.2684,-0.42069,-0.25116,-0.81627,1.8397,1.6702,-0.081627,-0.53372
-1.2823,-0.43373,-0.26401,-0.82975,1.8292,1.6595,-0.094289,-0.54688,-0.037716
-0.5504,-0.062017,2.2404,1.2636,-0.68994,-0.96902,-0.68994,-0.13179,-0.41087
-0.10236,2.2362,1.2441,-0.74013,-1.0236,-0.74013,-0.17322,-0.45668,-0.24409
2.0697,1.1074,-0.8172,-1.0921,-0.8172,-0.26731,-0.54225,-0.33604,0.695
1.1074,-0.8172,-1.0921,-0.8172,-0.26731,-0.54225,-0.33604,0.695,2.0697
-0.81039,-1.0597,-0.81039,-0.31169,-0.56104,-0.37403,0.56104,1.8078,1.5584
-1.1226,-0.93377,-0.55606,-0.74492,-0.60328,0.10492,1.0492,0.86033,1.9462
-0.95515,-0.57309,-0.76412,-0.62085,0.095515,1.0507,0.85964,1.9581,-1.0507
-0.7385,-0.94145,-0.78924,-0.028187,0.98655,0.7836,1.9505,-1.2459,0.02255
-0.95093,-0.7981,-0.033962,0.98489,0.78112,1.9528,-1.2566,0.016981,-0.69622
-1.0358,-0.27584,0.73745,0.53479,1.7001,-1.4918,-0.22517,-0.93447,0.99077
-0.19871,0.74253,0.55428,1.6367,-1.3282,-0.15164,-0.81051,0.97784,-1.4223
0.7511,0.56333,1.643,-1.3144,-0.14083,-0.79804,0.98582,-1.4083,-0.28166
0.68169,1.8016,-1.266,-0.048692,-0.73038,1.1199,-1.3634,-0.19477,0
1.9557,-1.0413,0.148,-0.518,1.2897,-1.1364,0.0052858,0.19557,-0.89858
-0.95172,0.62282,-0.25892,2.1344,-1.0777,0.43387,0.6858,-0.76278,-0.82576
-1.1125,-0.88388,1.5392,0.80768,-1.021,-0.97531,0.3505,1.3563,-0.060957
-1.0791,1.5471,0.75427,-1.2278,-1.1782,0.25877,1.3489,-0.18719,-0.23674
1.4802,0.6276,-1.5039,-1.4506,0.094733,1.267,-0.38485,-0.43814,0.30788
0.99601,-1.4768,-1.415,0.3778,1.7379,-0.17859,-0.24042,0.62508,-0.42588
-1.4867,-1.4221,0.45248,1.8745,-0.12928,-0.19392,0.71104,-0.38784,0.58176
-1.6627,0.41369,1.9889,-0.23071,-0.30231,0.70009,-0.51711,0.55689,-0.94671
0.080121,1.8428,-0.64097,-0.72109,0.40061,-0.96145,0.24036,-1.4422,1.2018
1.7459,-0.33575,-0.4029,0.53719,-0.60434,0.4029,-1.0072,1.2087,-1.5444
-0.15173,-0.23708,0.95779,-0.49312,0.78709,-1.0052,1.8113,-1.688,0.018966
-0.35251,0.78637,-0.59656,0.62368,-1.0847,1.5999,-1.7354,-0.10847,0.86772
0.4232,-0.73304,0.28717,-1.1411,1.1033,-1.6852,-0.32496,0.49121,1.5794
-0.51285,0.44874,-0.89749,1.218,-1.4103,-0.12821,0.64106,1.6668,-1.0257
0.48179,-0.81904,1.2251,-1.3146,-0.075709,0.66762,1.6587,-0.94292,-0.88098
-0.62514,1.35,-1.104,0.093106,0.81135,1.769,-0.74485,-0.68499,-0.86456
1.3153,-1.1995,0.027261,0.7633,1.7447,-0.83145,-0.77012,-0.95413,-0.095413
0.081413,2.0964,-0.6513,-0.6513,-0.46812,0.9973,-1.5672,0.26459,-0.10177
1.6319,-0.14476,-0.14476,-0.02632,0.92121,-0.73697,0.44745,0.21056,-2.1583
0.22834,0.22834,0.35678,1.3843,-0.41386,0.87054,0.61366,-1.9551,-1.3129
0.2432,0.37196,1.402,-0.40057,0.88698,0.62947,-1.9456,-1.3019,0.11445
0.49982,1.4724,-0.22965,0.98613,0.74297,-1.6886,-1.0807,0.25666,-0.95911
1.5057,0.04633,1.0888,0.88028,-1.2046,-0.68337,0.4633,-0.57913,-1.5173
0.34725,1.5493,1.3089,-1.0952,-0.49417,0.82807,-0.37397,-1.4558,-0.61437
1.6387,1.3989,-0.9992,-0.39968,0.91926,-0.27978,-1.3589,-0.51958,-0.39968
1.9849,-0.82833,-0.12503,1.4222,0.015629,-1.2503,-0.26569,-0.12503,-0.82833
-0.69784,-0.22914,0.802,-0.1354,-0.97906,-0.32288,-0.22914,-0.69784,2.4893
-0.277,0.77774,-0.18112,-1.0441,-0.37289,-0.277,-0.75643,2.5037,-0.37289
0.70205,-0.25529,-1.1169,-0.44676,-0.35102,-0.82969,2.4253,-0.44676,0.31911
-0.11949,-0.99941,-0.31503,-0.21726,-0.7061,2.618,-0.31503,0.46712,-0.4128
-0.82311,-0.18291,-0.091457,-0.54874,2.5608,-0.18291,0.54874,-0.27437,-1.006
-0.33761,-0.24266,-0.71742,2.511,-0.33761,0.42201,-0.43256,-1.1922,0.32706
-1.0516,0.52579,-0.78868,-1.1392,0.43815,1.8402,-0.70105,-0.35052,1.2268
0.51072,-0.84118,-1.2017,0.42059,1.8626,-0.75105,-0.39055,1.2317,-0.84118
-0.77294,-1.1391,0.50851,1.973,-0.68141,-0.31528,1.3323,-0.77294,-0.13221
-1.3144,0.38906,1.9033,-0.84122,-0.46267,1.2408,-0.93586,-0.2734,0.29443
0.33362,1.9902,-1.0124,-0.59822,1.2655,-1.1159,-0.39114,0.23008,-0.70175
2.0675,-0.94711,-0.5313,1.3398,-1.0511,-0.3234,0.3003,-0.63525,-0.21945
-0.70989,-0.17747,2.2184,-0.84299,0.088736,0.88736,-0.31057,0.22184,-1.3754
-0.1122,2.1598,-0.74332,0.14025,0.89759,-0.23842,0.26647,-1.2482,-1.122
1.3109,-0.79262,-0.15243,0.39631,-0.4268,-0.060971,-1.1585,-1.067,1.9511
-0.64565,0.067963,0.67963,-0.23787,0.16991,-1.0534,-0.95148,2.4127,-0.44176
-0.04633,0.57913,-0.35906,0.057913,-1.193,-1.0888,2.3513,-0.56755,0.2664
0.64725,-0.25667,0.14507,-1.0601,-0.95971,2.3546,-0.45754,0.34594,-0.75884
-0.29831,0.085232,-1.0654,-0.96951,2.1947,-0.49008,0.277,-0.77774,1.0441
0.11563,-1.0196,-0.92504,2.197,-0.45201,0.30484,-0.73582,1.0617,-0.54661
-0.96231,-0.86817,2.2384,-0.39748,0.35564,-0.67989,1.1087,-0.49161,-0.30334
-0.40094,0.53028,-0.28454,0.99589,-1.565,0.18107,1.9271,-1.0994,-0.28454
0.3629,-0.42547,0.81339,-1.6643,0.025027,1.7144,-1.2138,-0.42547,0.81339
-0.20776,0.93493,-1.3505,0.20776,1.766,-0.93493,-0.20776,0.93493,-1.1427
0.96376,-1.0035,0.33781,1.6791,-0.64582,-0.019871,0.96376,-0.82466,-1.4506
-0.83324,0.55549,1.9442,-0.46291,0.18516,1.2036,-0.64807,-1.2961,-0.64807
0.50366,1.9503,-0.55724,0.11788,1.1788,-0.75013,-1.4253,-0.75013,-0.2679
2.0068,-0.53154,0.15187,1.2258,-0.7268,-1.4102,-0.7268,-0.23865,0.2495
-0.36823,0.59837,2.1173,-0.6444,-1.611,-0.6444,0.046029,0.73646,-0.23014
0.48777,1.9968,-0.7469,-1.7072,-0.7469,-0.060971,0.62495,-0.33534,0.48777
1.772,-0.77969,-1.6728,-0.77969,-0.14176,0.49617,-0.39693,0.36858,1.1341
-0.62105,-1.7389,-0.62105,0.17744,0.97594,-0.14195,0.81624,1.7744,-0.62105
-1.7541,-0.79318,-0.10677,0.57963,-0.38134,0.44235,1.266,-0.79318,1.5406
-1.0631,-0.25226,0.55858,-0.5766,0.39641,1.3694,-1.0631,1.6938,-1.0631
-0.50155,0.33437,-0.83592,0.16718,1.1703,-1.3375,1.5047,-1.3375,0.83592
0.083942,-0.97372,-0.067153,0.83942,-1.427,1.1416,-1.427,0.53723,1.2927
1.1531,0.20966,2.0966,-0.26207,-0.57656,-0.89104,0.20966,-0.7338,-1.2055
0.14709,1.9121,-0.29417,-0.58835,-0.88252,0.14709,-0.73544,-1.1767,1.4709
1.9311,-0.2782,-0.57277,-0.86734,0.16365,-0.72005,-1.1619,1.4892,0.016365
-0.20105,-0.56293,-0.92482,0.34178,-0.74388,-1.2867,1.9703,0.16084,1.2465
-0.67036,-1.0151,0.19153,-0.84273,-1.3599,1.7429,0.019153,1.0534,0.88104
-1.0151,0.19153,-0.84273,-1.3599,1.7429,0.019153,1.0534,0.88104,-0.67036
0.24453,-0.69864,-1.1702,1.6593,0.08733,1.0305,0.8733,-0.54145,-1.4846
-0.58327,-1.0464,1.7326,0.1887,1.1151,0.96067,-0.42887,-1.3552,-0.58327
-1.1758,1.3305,-0.061884,0.77355,0.63431,-0.61884,-1.4543,-0.75807,1.3305
1.2498,-0.27022,0.64177,0.48977,-0.87821,-1.7902,-1.0302,1.2498,0.33777
-0.21757,0.7615,0.59832,-0.87029,-1.8494,-1.0335,1.4142,0.43514,0.7615
0.72715,0.56354,-0.90894,-1.8906,-1.0726,1.3816,0.39993,0.72715,0.072715
0.45809,-0.91618,-1.8324,-1.0689,1.2216,0.30539,0.61078,0,1.2216
-0.92242,-1.7007,-1.0521,0.89359,0.1153,0.37473,-0.14413,0.89359,1.5422
