id,value
id_0,38.707003804476
id_1,60.3072059036727
id_2,20.0533621661087
id_3,35.188815758084
id_4,13.4324288149102
id_5,42.5233829623994
id_6,48.7685639585786
id_7,31.2115196495531
id_8,46.9801821874982
id_9,35.0848206623631
id_10,34.1090668983743
id_11,60.9280588004854
id_12,47.8837038295096
id_13,47.8168085255651
id_14,28.8055403716206
id_15,18.1227307142088
id_16,54.3001291804172
id_17,39.0581137903518
id_18,27.6488194434382
id_19,22.7290887280029
id_20,20.2509144258406
id_21,32.5967724850669
id_22,44.7367229912659
id_23,12.5336077644704
id_24,66.604316376991
id_25,48.2432560624523
id_26,26.221968380164
id_27,4.18700320966676
id_28,26.6679244476407
id_29,49.9784131497913
id_30,37.9031583481176
id_31,23.6330369173264
id_32,22.5687592604465
id_33,7.98608938184128
id_34,15.3041915093966
id_35,40.3379721379981
id_36,18.9424275857544
id_37,29.0012507236507
id_38,21.4625877028002
id_39,57.2607730564523
id_40,50.0979236706755
id_41,21.133651251681
id_42,68.4865635576744
id_43,22.2808969240825
id_44,54.6710775929877
id_45,55.1022107964542
id_46,69.5904936831283
id_47,37.3642668408578
id_48,62.9636389676619
id_49,50.8274888095971
id_50,40.7529110981626
id_51,38.1013076907546
id_52,49.6366758463112
id_53,26.1411920349277
id_54,36.6148040520277
id_55,49.4659709921334
id_56,26.42496629699
id_57,27.473775957078
id_58,40.1016043932184
id_59,35.9638011480565
id_60,10.0590078130962
id_61,34.7842077275432
id_62,32.7765991144762
id_63,73.5291655186847
id_64,60.9801762979339
id_65,26.3185326942514
id_66,51.8282239557011
id_67,54.9914244535761
id_68,34.0759072321749
id_69,47.153000678702
id_70,77.5324870702917
id_71,49.7598778495243
id_72,51.1623319860045
id_73,17.3592690863129
id_74,13.5062382947082
id_75,32.1677959334769
id_76,73.9385635143403
id_77,6.42565193828138
id_78,50.3684409075253
id_79,45.6788723486302
id_80,15.6783377553105
id_81,43.9197091516636
id_82,10.5893757456122
id_83,29.8479257203067
id_84,13.3242495301349
id_85,10.2034209105146
id_86,23.1150010505903
id_87,12.3330801501539
id_88,18.9611124151614
id_89,27.6652681926605
id_90,47.0481547095208
id_91,17.3478569280143
id_92,22.4783828377919
id_93,21.254947756312
id_94,38.9543301886432
id_95,17.6048396744453
id_96,19.6650500092946
id_97,14.150482736396
id_98,12.8274965575088
id_99,12.2796112079533
id_100,12.5540072915998
id_101,26.9547121266613
id_102,12.5742484253321
id_103,9.23623961389021
id_104,12.1292924271431
id_105,37.6453144063421
id_106,37.1746018540795
id_107,1.52448137253544
id_108,26.9638330286402
id_109,27.4243988839014
id_110,29.4982073503077
id_111,19.5177607139383
id_112,13.358935930512
id_113,36.5786546781998
id_114,14.2430780284258
id_115,13.1551424327162
id_116,7.83481170174746
id_117,41.0124742839049
id_118,43.969176313053
id_119,2.37095604591058
id_120,10.0557454561992
id_121,19.7433799043799
id_122,22.3218198417623
id_123,29.9414977422325
id_124,11.813904516423
id_125,28.9432551506912
id_126,28.6673661317543
id_127,14.2440727715566
id_128,28.983339248323
id_129,33.7374627479789
id_130,9.90889448965504
id_131,34.4704025143058
id_132,12.3174388904845
id_133,26.939598509487
id_134,28.5301138764365
id_135,35.4968045383155
id_136,6.99210881504165
id_137,33.0602866452052
id_138,78.0954459008315
id_139,59.8481966099391
id_140,24.5957330240051
id_141,28.5099322639892
id_142,33.5242545615953
id_143,17.7354836098976
id_144,18.6985448714582
id_145,23.8301293096461
id_146,15.7376946970975
id_147,10.200135251666
id_148,26.2563033380828
id_149,16.7691812821547
id_150,46.3939594213516
id_151,27.7614013623018
id_152,18.8542885371881
id_153,14.6012306831262
id_154,15.5602755526262
id_155,19.5429247685894
id_156,28.4795941027004
id_157,40.1134927186799
id_158,13.658804159144
id_159,33.1885773675212
id_160,56.0965579511169
id_161,24.5227751172198
id_162,74.446920724539
id_163,20.9601557343788
id_164,41.2149997242172
id_165,37.0677360768832
id_166,21.9144407867811
id_167,11.0053523451368
id_168,72.8729867021852
id_169,29.4054452603424
id_170,24.2520924021229
id_171,78.5989552005075
id_172,14.570727653631
id_173,19.9251857678979
id_174,25.2675798927006
id_175,0.337858912265681
id_176,10.6282782326637
id_177,19.1792625697961
id_178,26.0927373938732
id_179,21.272383870742
id_180,51.4646948541779
id_181,38.0839274715094
id_182,33.0286113544925
id_183,20.0964204353968
id_184,16.6165296835649
id_185,55.1570372099721
id_186,38.953349413908
id_187,32.9092256801358
id_188,21.4988023813463
id_189,35.1814583406646
id_190,14.5766796948369
id_191,23.2659732924375
id_192,39.1962922710957
id_193,76.6667946540451
id_194,26.0646211594264
id_195,23.351642679904
id_196,62.7625676065341
id_197,19.347723513743
id_198,30.8154464155914
id_199,34.9077313568744
id_200,171.927887456659
id_201,19.9312038143721
id_202,74.0321758399261
id_203,13.8984503031264
id_204,79.1890237692118
id_205,57.1099636645883
id_206,20.3010928870401
id_207,16.6338927972875
id_208,67.2190187163356
id_209,8.45983024125802
id_210,46.4416973289889
id_211,90.1750869919354
id_212,20.1816750026035
id_213,104.731321403931
id_214,50.1141060749236
id_215,94.9500723858452
id_216,107.990882540047
id_217,95.2682957991427
id_218,38.7996467323587
id_219,16.0286514278
id_220,32.7007024766557
id_221,73.007671861617
id_222,40.0792672229507
id_223,34.6398593908933
id_224,47.3950137843764
id_225,19.4076836633543
id_226,17.9485162261314
id_227,70.5685045067503
id_228,45.0954013154179
id_229,14.2390035775716
id_230,47.4559694494389
id_231,11.1633992999613
id_232,17.1125576517795
id_233,13.6594424295809
id_234,17.2776911486428
id_235,22.2732135158461
id_236,33.7591395919367
id_237,3.80760640916883
id_238,23.9139720611051
id_239,17.8724525591395
